,Variacions
1,14.359999999999957
2,13.770000000000039
3,12.309999999999945
4,12.45999999999998
5,12.190000000000055
6,12.019999999999982
7,11.509999999999991
8,12.200000000000045
9,10.569999999999936
10,9.440000000000055
11,9.279999999999973
12,10.270000000000039
13,12.409999999999968
14,17.28000000000003
15,20.749999999999943
16,29.000000000000057
17,21.759999999999934
18,18.32000000000005
19,24.00999999999999
20,18.879999999999995
21,25.250000000000114
22,19.639999999999873
23,26.41999999999996
24,31.930000000000064
25,19.900000000000034
26,10.68999999999994
27,1.1400000000000432
28,5.919999999999959
29,4.7900000000000205
30,5.25
31,3.490000000000009
32,4.420000000000016
33,4.069999999999993
34,2.9399999999999977
35,3.120000000000033
36,4.379999999999939
37,4.78000000000003
38,6.090000000000003
39,9.409999999999968
40,7.849999999999966
41,10.040000000000049
42,12.18999999999997
43,25.500000000000057
44,13.909999999999968
45,14.409999999999997
46,12.990000000000038
47,15.599999999999966
48,13.960000000000036
49,16.700000000000045
50,14.949999999999989
51,72.44000000000003
52,68.46000000000001
53,30.960000000000036
54,30.200000000000045
55,44.26999999999987
56,25.65000000000009
57,23.370000000000005
58,19.580000000000098
59,23.90999999999991
60,20.230000000000018
61,20.78000000000003
62,32.289999999999964
63,32.30000000000001
64,31.940000000000055
65,27.549999999999898
66,18.040000000000134
67,17.709999999999923
68,15.469999999999914
69,14.570000000000107
70,22.089999999999975
71,22.20999999999998
72,18.91999999999996
73,23.180000000000064
74,14.920000000000073
75,8.610000000000014
76,8.589999999999975
77,3.079999999999984
78,2.0500000000000114
79,3.4599999999999227
80,4.130000000000109
81,11.609999999999957
82,4.669999999999959
83,2.849999999999966
84,3.1800000000000637
85,4.310000000000059
86,4.069999999999936
87,4.199999999999932
88,7.139999999999986
89,6.530000000000086
90,7.460000000000036
91,8.27000000000001
92,8.43999999999997
93,7.560000000000031
94,10.710000000000008
95,10.470000000000027
96,8.560000000000002
97,7.640000000000015
98,12.900000000000006
99,13.040000000000049
100,11.289999999999992
101,10.400000000000034
102,10.06000000000006
103,9.829999999999984
104,10.920000000000016
105,11.880000000000024
106,11.690000000000026
107,10.580000000000013
108,10.710000000000008
109,10.0
110,10.440000000000069
111,10.359999999999971
112,10.820000000000093
113,11.929999999999993
114,14.190000000000012
115,11.059999999999988
116,10.460000000000022
117,11.300000000000054
118,28.490000000000023
119,85.64
120,42.400000000000034
121,29.689999999999912
122,34.92999999999992
123,120.13
124,54.30000000000001
125,30.780000000000086
126,24.77999999999986
127,35.470000000000084
128,30.91999999999979
129,19.630000000000223
130,9.980000000000018
131,10.529999999999973
132,9.520000000000039
133,7.64999999999992
134,4.449999999999932
135,7.840000000000032
136,10.250000000000057
137,10.480000000000075
138,12.729999999999848
139,22.319999999999993
140,22.50000000000017
141,26.479999999999848
142,12.92000000000013
143,12.829999999999984
144,3.369999999999891
145,21.01000000000022
146,15.099999999999739
147,15.800000000000125
148,14.21999999999997
149,12.799999999999955
150,15.230000000000075
151,20.099999999999966
152,30.94999999999999
153,22.509999999999934
154,34.32000000000011
155,24.210000000000036
156,20.819999999999936
157,20.45999999999998
158,18.40000000000009
159,15.18999999999994
160,17.060000000000002
161,15.839999999999975
162,14.64999999999992
163,13.620000000000175
164,34.969999999999914
165,87.49999999999983
166,15.390000000000214
167,10.709999999999923
168,12.230000000000018
169,23.82000000000005
170,28.659999999999854
171,22.100000000000136
172,20.340000000000032
173,18.029999999999973
174,19.159999999999968
175,18.769999999999982
176,17.120000000000005
177,14.180000000000064
178,14.759999999999991
179,11.669999999999845
180,7.700000000000159
181,8.949999999999932
182,9.379999999999995
183,4.220000000000027
184,6.830000000000041
185,2.549999999999841
186,2.220000000000141
187,4.159999999999968
188,5.110000000000014
189,2.8600000000000136
190,6.230000000000018
191,5.739999999999952
192,10.720000000000027
193,10.370000000000005
194,7.740000000000066
195,9.549999999999898
196,28.47999999999996
197,12.250000000000057
198,81.82
199,35.37999999999994
200,40.050000000000125
201,21.17999999999995
202,13.599999999999909
203,22.25999999999999
204,37.629999999999995
205,81.58000000000015
206,2.839999999999918
207,4.3799999999999955
208,5.529999999999973
209,15.3900000000001
210,14.480000000000018
211,14.920000000000073
212,14.009999999999764
213,14.500000000000114
214,12.980000000000018
215,10.470000000000027
216,26.019999999999982
217,21.11999999999989
218,20.37000000000012
219,17.870000000000005
220,17.269999999999982
221,16.100000000000023
222,68.6099999999999
223,27.389999999999986
224,31.850000000000136
225,15.199999999999818
226,5.6400000000001
227,20.319999999999936
228,7.820000000000164
229,29.609999999999786
230,30.62000000000012
231,19.690000000000055
232,19.809999999999945
233,16.649999999999977
234,9.680000000000064
235,9.889999999999986
236,6.92999999999995
237,11.930000000000064
238,5.780000000000086
239,3.3499999999997954
240,7.940000000000055
241,5.5
242,3.3300000000001546
243,2.939999999999827
244,9.040000000000077
245,6.3799999999999955
246,8.36999999999989
247,6.530000000000086
248,6.249999999999886
249,6.1400000000001
250,9.68999999999994
251,6.35000000000008
252,7.46999999999997
253,8.509999999999934
254,8.210000000000093
255,8.879999999999995
256,8.170000000000016
257,10.069999999999993
258,23.649999999999977
259,12.710000000000036
260,10.829999999999927
261,10.92000000000013
262,10.709999999999923
263,9.449999999999989
264,9.649999999999977
265,9.169999999999902
266,9.29000000000002
267,19.40999999999991
268,12.31999999999988
269,10.779999999999916
270,10.659999999999968
271,9.970000000000027
272,10.93999999999997
273,13.749999999999915
274,13.21999999999997
275,13.810000000000002
276,11.629999999999853
277,13.330000000000013
278,11.319999999999993
279,11.489999999999952
280,11.609999999999928
281,20.359999999999985
282,13.999999999999943
283,9.689999999999998
284,8.209999999999837
285,10.040000000000049
286,9.449999999999989
287,4.240000000000009
288,6.009999999999849
289,5.280000000000001
290,1.5300000000000296
291,3.1200000000000188
292,5.4399999999999835
293,6.570000000000036
294,8.180000000000021
295,8.39999999999992
296,7.319999999999908
297,21.63999999999993
298,13.06999999999988
299,10.979999999999961
300,13.14999999999992
301,10.549999999999926
302,39.799999999999955
303,54.37999999999985
304,26.029999999999973
305,20.30000000000001
306,18.010000000000076
307,59.82000000000008
308,24.75000000000003
309,22.370000000000033
310,21.530000000000058
311,18.59000000000006
312,15.960000000000065
313,15.34000000000006
314,16.520000000000067
315,28.019999999999953
316,17.090000000000117
317,20.530000000000058
318,120.84999999999994
319,29.220000000000027
320,23.300000000000068
321,22.05000000000001
322,19.95999999999998
323,21.790000000000077
324,24.919999999999902
325,40.24000000000001
326,36.289999999999964
327,36.94000000000017
328,29.62999999999988
329,26.139999999999986
330,21.220000000000027
331,18.67999999999995
332,15.519999999999982
333,14.020000000000095
334,11.970000000000027
335,8.059999999999945
336,5.540000000000077
337,5.4099999999998545
338,4.149999999999977
339,2.800000000000182
340,4.3599999999999
341,7.189999999999998
342,5.959999999999923
343,2.900000000000091
344,4.919999999999959
345,5.439999999999941
346,13.04000000000002
347,10.150000000000034
348,8.710000000000036
349,7.96999999999997
350,29.720000000000027
351,15.579999999999927
352,13.180000000000064
353,11.569999999999993
354,12.980000000000018
355,14.880000000000052
356,12.21999999999997
357,11.409999999999968
358,10.950000000000188
359,10.219999999999999
360,12.040000000000049
361,10.84000000000006
362,11.38000000000008
363,11.440000000000026
364,10.900000000000006
365,10.570000000000135
366,11.080000000000013
367,10.410000000000167
368,9.98999999999998
369,9.80000000000004
370,10.790000000000049
371,10.59000000000006
372,11.020000000000124
373,11.23999999999998
374,11.08000000000007
375,10.640000000000015
376,10.63000000000008
377,10.060000000000088
378,10.900000000000063
379,39.030000000000115
380,42.529999999999944
381,41.6700000000001
382,26.44999999999996
383,30.020000000000124
384,24.84000000000006
385,20.400000000000063
386,16.81000000000003
387,15.100000000000051
388,17.850000000000108
389,11.930000000000092
390,7.739999999999981
391,5.500000000000142
392,5.219999999999999
393,5.010000000000019
394,3.940000000000083
395,3.940000000000026
396,3.62000000000009
397,11.780000000000058
398,10.039999999999992
399,12.420000000000044
400,9.220000000000056
401,6.489999999999981
402,5.449999999999989
403,6.3599999999999
404,6.389999999999901
405,8.649999999999949
406,13.769999999999925
407,9.729999999999876
408,9.819999999999965
409,9.309999999999917
410,8.589999999999918
411,9.159999999999911
412,11.379999999999939
413,10.699999999999875
414,10.239999999999952
415,9.999999999999915
416,10.229999999999933
417,10.729999999999933
418,11.909999999999911
419,12.109999999999928
420,11.599999999999909
421,10.469999999999914
422,9.020000000000039
423,12.010000000000048
424,10.539999999999964
425,10.490000000000038
426,10.739999999999924
427,10.350000000000023
428,10.01000000000002
429,11.70999999999998
430,11.450000000000017
431,14.329999999999984
432,16.200000000000017
433,17.819999999999993
434,28.960000000000008
435,20.299999999999898
436,25.19999999999996
437,49.539999999999935
438,49.65999999999991
439,111.41999999999987
440,65.65999999999985
441,48.1099999999999
442,36.17999999999995
443,22.760000000000048
444,16.860000000000014
445,15.420000000000016
446,23.789999999999964
447,13.180000000000007
448,11.829999999999984
449,8.939999999999998
450,8.240000000000009
451,14.920000000000073
452,12.309999999999945
453,11.100000000000023
454,15.28000000000003
455,12.719999999999914
456,11.899999999999864
457,10.559999999999889
458,10.239999999999839
459,11.54999999999984
460,11.07999999999987
461,34.71999999999986
462,76.37
463,21.589999999999975
464,19.110000000000014
465,17.410000000000025
466,16.539999999999964
467,16.459999999999923
468,16.3900000000001
469,37.30000000000001
470,50.06000000000006
471,26.589999999999918
472,24.759999999999877
473,25.21000000000015
474,22.159999999999968
475,55.09000000000003
476,25.129999999999995
477,18.799999999999955
478,17.799999999999955
479,18.57000000000005
480,17.539999999999964
481,18.090000000000032
482,17.1400000000001
483,25.32000000000005
484,26.78999999999985
485,24.620000000000005
486,17.31000000000006
487,25.92999999999995
488,16.610000000000127
489,14.599999999999909
490,14.159999999999968
491,14.730000000000018
492,13.0
493,11.769999999999982
494,13.850000000000023
495,9.879999999999995
496,11.970000000000027
497,20.850000000000023
498,7.67999999999995
499,4.0
500,2.7999999999999545
501,6.060000000000059
502,8.8900000000001
503,6.6099999999999
504,5.610000000000014
505,7.699999999999932
506,6.6200000000000045
507,13.659999999999968
508,10.700000000000102
509,10.639999999999873
510,8.380000000000166
511,8.8599999999999
512,21.29000000000002
513,14.139999999999986
514,13.129999999999995
515,12.829999999999984
516,12.180000000000007
517,11.169999999999959
518,11.430000000000064
519,11.35000000000008
520,10.909999999999911
521,28.56000000000006
522,22.870000000000005
523,19.329999999999927
524,20.58000000000004
525,19.619999999999948
526,15.890000000000043
527,15.56000000000006
528,19.169999999999845
529,23.570000000000164
530,23.329999999999927
531,25.139999999999986
532,25.649999999999977
533,31.410000000000025
534,30.840000000000032
535,23.75
536,21.0
537,20.949999999999932
538,18.70000000000016
539,20.589999999999918
540,64.81999999999994
541,39.81000000000006
542,21.329999999999927
543,19.620000000000005
544,17.780000000000086
545,17.449999999999932
546,17.730000000000132
547,9.779999999999859
548,13.980000000000018
549,8.919999999999959
550,11.410000000000082
551,12.899999999999977
552,8.040000000000077
553,9.889999999999873
554,17.200000000000045
555,16.059999999999945
556,10.56000000000006
557,6.689999999999941
558,8.879999999999995
559,16.250000000000227
560,15.419999999999845
561,14.299999999999955
562,16.710000000000036
563,87.22000000000003
564,17.200000000000045
565,17.58000000000004
566,12.53999999999985
567,12.379999999999995
568,10.910000000000082
569,9.399999999999977
570,10.909999999999854
571,13.020000000000095
572,10.480000000000018
573,18.20999999999981
574,15.150000000000205
575,13.830000000000041
576,13.079999999999927
577,12.289999999999964
578,12.920000000000073
579,15.539999999999964
580,16.920000000000073
581,14.959999999999923
582,13.700000000000045
583,13.629999999999995
584,27.629999999999995
585,99.84000000000003
586,21.049999999999955
587,18.370000000000005
588,14.379999999999995
589,11.559999999999945
590,8.850000000000023
591,20.24000000000001
592,17.99000000000001
593,29.970000000000027
594,17.120000000000005
595,11.970000000000141
596,15.759999999999877
597,30.529999999999973
598,13.789999999999964
599,9.870000000000005
600,5.4500000000000455
601,6.789999999999964
602,8.61999999999989
603,8.080000000000155
604,26.559999999999945
605,12.230000000000018
606,3.6900000000000546
607,8.669999999999959
608,6.960000000000036
609,8.019999999999982
610,9.029999999999973
611,7.619999999999891
612,10.430000000000064
613,8.88000000000011
614,8.419999999999959
615,8.169999999999959
616,8.149999999999977
617,14.379999999999995
618,56.330000000000155
619,44.219999999999914
620,44.98000000000002
621,50.51999999999998
622,10.419999999999959
623,15.06000000000006
624,15.199999999999932
625,11.75
626,10.82000000000005
627,10.769999999999982
628,11.0
629,12.740000000000123
630,13.579999999999927
631,12.399999999999977
632,10.779999999999973
633,11.129999999999995
634,11.38000000000011
635,12.18999999999994
636,11.709999999999923
637,10.440000000000055
638,23.659999999999968
639,17.779999999999973
640,24.610000000000014
641,22.110000000000127
642,18.589999999999918
643,17.480000000000018
644,29.019999999999982
645,19.120000000000005
646,17.339999999999918
647,18.470000000000027
648,20.50999999999999
649,14.399999999999977
650,7.930000000000064
651,4.0499999999999545
652,2.060000000000059
653,4.230000000000018
654,2.0799999999999272
655,1.330000000000041
656,0.5
657,3.150000000000091
658,3.2399999999999523
659,2.4399999999999977
660,2.5400000000000205
661,11.680000000000007
662,0.5
663,9.020000000000039
664,8.959999999999809
665,12.17999999999995
666,11.029999999999916
667,9.839999999999804
668,12.079999999999814
669,24.56999999999988
670,24.48999999999984
671,18.56999999999988
672,14.469999999999857
673,16.659999999999854
674,16.269999999999868
675,14.439999999999827
676,13.189999999999884
677,12.639999999999816
678,12.449999999999932
679,12.317499999999882
680,9.839999999999804
681,14.809999999999832
682,15.621666666666556
683,11.449999999999875
684,14.509999999999764
685,12.129999999999939
686,12.059999999999889
687,13.39999999999992
688,116.19999999999993
689,27.769999999999982
690,21.68999999999994
691,26.350000000000136
692,33.999999999999716
693,22.250000000000057
694,17.93999999999994
695,39.910000000000025
696,87.07916666666665
697,32.610000000000014
698,39.54000000000008
699,45.70999999999992
700,20.860000000000014
701,20.09124999999983
702,15.980000000000132
703,15.407916666666665
704,11.029999999999973
705,8.26083333333338
706,7.210000000000036
707,18.92999999999995
708,18.860833333333403
709,10.250833333333276
710,8.890000000000214
711,11.999999999999886
712,11.959999999999923
713,16.1400000000001
714,13.230000000000018
715,13.319583333333298
716,14.180000000000177
717,2.779999999999859
718,14.389583333333348
719,12.110000000000014
720,1.279999999999859
721,10.630000000000223
722,9.390416666666624
723,10.10958333333349
724,11.470833333333303
725,49.92833333333306
726,13.989166666666847
727,3.069166666666547
728,23.700833333333435
729,13.60166666666646
730,5.598333333333471
731,12.312083333333248
732,12.400000000000091
733,13.389583333333348
734,15.550416666666592
735,13.209583333333399
736,18.110000000000014
737,11.170833333333576
738,21.45999999999981
739,15.810000000000173
740,19.439999999999714
741,10.920000000000073
742,20.770000000000095
743,7.899999999999977
744,32.379999999999995
745,38.10000000000002
746,16.449999999999932
747,35.55958333333342
748,23.869583333333253
749,19.370000000000005
750,17.379999999999995
751,14.070000000000164
752,16.969999999999914
753,14.900000000000091
754,7.870833333333508
755,7.839999999999918
756,18.678333333333285
757,16.751249999999914
758,12.520000000000095
759,14.239583333333485
760,8.240833333333399
761,19.039583333333326
762,12.670000000000073
763,5.920000000000073
764,30.77999999999986
765,26.630000000000223
766,31.17999999999995
767,24.7104166666669
768,12.259583333333126
769,12.720416666666779
770,26.639999999999986
771,17.639583333333235
772,17.950416666666797
773,13.609583333333376
774,8.070416666666574
775,13.21000000000015
776,14.889999999999986
777,13.649999999999864
778,76.27999999999997
779,40.610000000000014
780,10.42999999999995
781,17.88000000000011
782,15.870000000000118
783,13.669999999999845
784,13.5
785,16.980000000000132
786,14.240000000000009
787,13.699999999999818
788,14.600000000000023
789,12.610000000000014
790,11.690000000000055
791,12.68999999999994
792,15.620000000000005
793,14.46000000000015
794,37.06999999999982
795,30.0
796,19.649583333333453
797,17.38958333333335
798,14.96000000000015
799,15.510000000000218
800,15.68999999999994
801,13.610000000000241
802,10.700000000000045
803,12.14083333333349
804,7.439166666666779
805,5.470833333333303
806,9.120000000000005
807,12.649999999999977
808,11.25
809,2.7700000000000955
810,0.5
811,0.5
812,5.417500000000018
813,9.942083333333358
814,10.140416666666681
815,8.839166666666756
816,15.95000000000016
817,9.780000000000086
818,15.749166666666667
819,12.049999999999955
820,9.200000000000045
821,8.159999999999968
822,18.159999999999854
823,16.11000000000007
824,13.239166666666733
825,10.090000000000089
826,10.949999999999989
827,77.19000000000011
828,23.331666666666592
829,16.94000000000017
830,14.048333333333517
831,13.489583333333371
832,12.288268131666655
833,12.131076883666765
834,11.250500013666453
835,11.590174666666826
836,11.8785850000001
837,10.320515186499904
838,11.185592962500039
839,10.703005250000103
840,11.071916333333434
841,11.147051250000118
842,10.204266833333122
843,11.949166666666883
844,13.608451375000072
845,11.464482041666486
846,13.546830375000127
847,17.19937220833333
848,13.782326624999996
849,31.694314249999934
850,19.088185041666577
851,23.277291708333507
852,23.529162333333318
853,17.631813208333313
854,48.072061041666586
855,24.825117458333295
856,18.728813791666767
857,22.97578216666676
858,31.57304816666641
859,16.17736816666661
860,11.817679583333643
861,7.065283333333184
862,4.584060833333467
863,2.4815792083333577
864,1.0508252083334355
865,2.4213335833332508
866,1.6978898333333063
867,3.3425191666667615
868,5.540527541666677
869,3.203060708333169
870,4.615026333333219
871,6.568340958333295
872,6.4103467083331225
873,9.9361663749998
874,8.896900499999902
875,10.624086499999805
876,22.519328166666867
877,15.442228999999543
878,12.053122541666369
879,10.421119499999804
880,11.96690808333318
881,10.057655916666533
882,47.86404729166668
883,26.726702333333094
884,23.49137520833301
885,19.639185916666634
886,19.833254374999683
887,15.715292166666416
888,14.253763541666387
889,13.106690250000042
890,14.480560583333158
891,26.65206874999967
892,28.5458464583333
893,28.00919533333314
894,70.24758791666682
895,28.710652916666504
896,26.51574845833352
897,26.618030708333094
898,22.384432625000045
899,47.83451758333348
900,37.29232141666682
901,23.541354500000125
902,21.794596749999982
903,19.352706666666677
904,22.72787358333335
905,20.614239500000167
906,18.65846791666661
907,15.182664166666768
908,14.341366874999949
909,11.829363791666765
910,7.8071391250001625
911,3.391910916666461
912,3.9530288333334056
913,4.852736583333183
914,3.808268166666778
915,2.0490849583334807
916,1.0342593333333525
917,2.4694811250001294
918,0.8749430833331644
919,2.137649083333713
920,4.305567583333129
921,3.3611089166666375
922,4.708327291666421
923,6.4162892500002044
924,7.144398208332916
925,8.541682208333043
926,8.885112499999764
927,7.047802874999945
928,7.555165416666625
929,13.391500708332956
930,10.198031166666624
931,9.567960375000041
932,8.738306208333313
933,9.023921374999816
934,8.343230791666542
935,9.07053141666654
936,10.543065041666352
937,10.816682958333047
938,10.591765458333043
939,11.936388166666433
940,11.059438499999771
941,15.736596749999762
942,12.412106874999807
943,15.123989124999525
944,15.117921666666803
945,26.352201291666347
946,20.83489162500021
947,25.29250358333306
948,46.665447708333204
949,35.48370612500014
950,32.45147158333339
951,25.547149583333294
952,27.210808666666424
953,24.85861054166719
954,92.93535291666694
955,49.40232004166711
956,37.90470737499987
957,31.719424166666272
958,42.82810137499973
959,37.0072331249994
960,24.160946791666333
961,21.999300041666515
962,23.15675283333337
963,18.297438124999758
964,12.14909987500016
965,12.261037333333206
966,9.679478874999631
967,13.632108666666795
968,7.8661662916667865
969,9.56279758333335
970,6.747412541666563
971,12.459466791666955
972,22.061707583333373
973,11.698396666667009
974,19.13401979166622
975,26.60137658333349
976,15.091667374999929
977,8.298870458333852
978,5.658960583333396
979,8.631281375000242
980,25.05718483333328
981,45.5094177083331
982,14.412682624999775
983,29.550137958333835
984,19.944827125000074
985,19.60301566666658
986,16.095395833333555
987,7.235467624999842
988,14.873833041666785
989,17.221473166666442
990,18.117143333333388
991,18.420611791666488
992,16.637001666666833
993,16.168384708333633
994,15.218259916666398
995,14.617819874999782
996,15.293916791666675
997,14.393795458333557
998,12.819394208333506
999,12.705646291666767
1000,14.091018250000218
1001,14.194505833333722
1002,13.442585374999965
1003,11.240349375000392
1004,0.5
1005,32.48704120833389
1006,15.564118874999906
1007,15.473556250000115
1008,19.410963291666917
1009,27.721563166666613
1010,18.718408416666477
1011,13.969707083333105
1012,15.014300625000033
1013,17.64169491666655
1014,10.615494833333628
1015,6.254746416666308
1016,6.219677958333534
1017,1.7700620833330163
1018,2.995679666666831
1019,5.689190625000094
1020,1.7589617499999122
1021,2.8981290833336857
1022,3.4317650416668926
1023,1.3813524999998208
1024,1.8091386250001165
1025,2.694541124999546
1026,3.130328875000032
1027,5.933756333333065
1028,7.754593333333332
1029,10.546814874999825
1030,9.054958708333231
1031,6.513825500000166
1032,7.447806083333035
1033,8.94745054166691
1034,48.98492887499998
1035,17.264508458333182
1036,15.73706958333338
1037,13.476998791666517
1038,20.0809474583329
1039,21.298243791666437
1040,42.1720223750001
1041,24.96631591666727
1042,43.08557970833317
1043,39.81451762500029
1044,23.572458041666152
1045,19.57625329166649
1046,15.98034920833311
1047,186.7631138750001
1048,1.0227051666668103
1049,0.6085530833336179
1050,9.962050333334105
1051,19.827532000000247
1052,14.250527500000203
1053,16.940486499999906
1054,16.7334598333332
1055,17.031860000000165
1056,19.162247333333084
1057,22.9116723333334
1058,18.86665808333339
1059,11.974221499999885
1060,39.82815974999971
1061,1.1721488333332672
1062,12.501684833333002
1063,23.552631416667055
1064,10.821985916666563
1065,14.991487000000006
1066,14.64121533333332
1067,17.74409691666665
1068,16.905601916667024
1069,5.871604666667054
1070,18.610137499999723
1071,12.560627083333202
1072,14.689699249999933
1073,13.000276583333914
1074,10.963432583334054
1075,8.077414583333734
1076,7.2495431250003435
1077,6.182396374999598
1078,21.7636275833342
1079,8.512607208333748
1080,8.741152500001249
1081,9.122483791666696
1082,18.226362166665695
1083,16.253583250000077
1084,16.846383958333547
1085,14.332097291666742
1086,14.908833666665771
1087,14.128724541666998
1088,20.150771208333936
1089,20.80074079166701
1090,14.225428916665749
1091,34.02023929166643
1092,16.913202041666977
1093,17.631159416665923
1094,16.75430837500062
1095,15.324493416666769
1096,14.492319541666745
1097,14.738296958332569
1098,12.64201858333314
1099,16.788187291666986
1100,17.84743925000015
1101,16.407076249999477
1102,14.322478166666542
1103,15.64933391666716
1104,32.30413187500045
1105,20.750960625000346
1106,20.804794249999475
1107,16.625011333332736
1108,15.024031250000405
1109,13.842961958333717
1110,13.613671166665483
1111,14.167100375000814
1112,12.497869166667556
1113,36.70512737499996
1114,29.800178416666654
1115,19.11716112499994
1116,15.706633125000224
1117,12.355656458334465
1118,17.531115250000937
1119,14.095462083333189
1120,13.2912719583328
1121,10.00465654166561
1122,8.582400500000062
1123,3.129522291667172
1124,2.9103625416675527
1125,2.560518833333674
1126,2.637354208332738
1127,5.197397375000321
1128,4.13891812499935
1129,3.7517577916668188
1130,5.402321583333901
1131,10.261996000000067
1132,11.028592249999349
1133,12.46312916666642
1134,14.201251666666565
1135,10.207143000000315
1136,13.97222037500029
1137,10.08000375000006
1138,8.762441500000307
1139,8.524466916666029
1140,8.69363495833261
1141,12.72614829166713
1142,10.482733625000037
1143,21.534179583333867
1144,12.54265225000131
1145,11.52828908333413
1146,11.488321333332237
1147,11.285130750000462
1148,11.364591375000089
1149,10.563657458333125
1150,10.664709958333106
1151,9.905128249999535
1152,9.314104708332621
1153,10.54324495833265
1154,9.873926833332973
1155,9.900729249999983
1156,9.852395541666112
1157,10.25634945833312
1158,14.753633833332458
1159,25.21544037500007
1160,33.61789770833258
1161,23.02575216666628
1162,16.6668869166665
1163,16.387652458332525
1164,19.43746587499996
1165,18.69615875000011
1166,21.800865083332326
1167,15.445483333332959
1168,11.827752624999789
1169,12.67282379166602
1170,9.419521041666854
1171,5.622216125000193
1172,2.6044290833332013
1173,3.1036312916667157
1174,2.6326311249990795
1175,2.3258670833336907
1176,0.5
1177,0.6060055416665477
1178,1.0426039166665078
1179,4.3848090416665855
1180,7.504224791667639
1181,7.807640125000319
1182,9.092075541667356
1183,13.339723083333155
1184,8.921557541666374
1185,8.163687124999427
1186,12.048569583333318
1187,15.529335083333677
1188,11.306163500000764
1189,11.128440958333385
1190,9.894225666666216
1191,9.254542791666381
1192,9.145326249999755
1193,8.773718166666754
1194,9.085556000000054
1195,9.938476833333766
1196,10.161951083333122
1197,10.485484000000724
1198,12.62541541666667
1199,11.546387500000492
1200,11.052351708333845
1201,10.73233254166712
1202,10.3546378333333
1203,9.858239416666606
1204,9.938737166666442
1205,9.367034416667309
1206,12.196402416667183
1207,10.309713916667192
1208,12.472335708332764
1209,11.843313375000093
1210,11.531889124999168
1211,13.08283079166722
1212,12.06343716666646
1213,11.527969499999415
1214,11.505093041666953
1215,10.436909541666921
1216,10.18335233333454
1217,10.849905416666559
1218,13.656955500000606
1219,13.997529708333673
1220,12.353089458334296
1221,15.295026458334178
1222,17.96011524999966
1223,25.31343245833375
1224,28.290409958333896
1225,14.484473291665552
1226,13.945459416666779
1227,12.69255404166654
1228,8.78785920833218
1229,6.311320916667398
1230,6.848551624999402
1231,6.676576416667331
1232,6.607860958334072
1233,6.105244999998604
1234,5.661957208334115
1235,11.61279354166686
1236,6.719761041668562
1237,9.073805333331734
1238,9.281112083333596
1239,8.389413125001056
1240,7.747269416665176
1241,7.621921291667604
1242,8.660974708332674
1243,8.85585004166569
1244,9.966733833332
1245,10.251531833333843
1246,9.265312708335387
1247,9.74468300000126
1248,11.139264333332903
1249,11.316473833333475
1250,10.30654525
1251,10.262615333331041
1252,10.007721833333107
1253,10.067182208332497
1254,10.039723708335146
1255,10.23807687500107
1256,8.375990333333789
1257,8.033051125000839
1258,8.21574862499881
1259,7.8595823333344015
1260,7.838737083333513
1261,8.567416041667911
1262,11.808090875001312
1263,13.191924708334795
1264,11.951565333334884
1265,16.32709279166636
1266,20.93076274999953
1267,15.507981833333474
1268,12.696152666667103
1269,12.433094916667187
1270,49.04025220833307
1271,26.30390329166744
1272,22.666945083336827
1273,27.434879374999582
1274,26.928423291667855
1275,24.964199458333155
1276,39.31492787500133
1277,18.999065625000526
1278,13.451647250000292
1279,12.281961374999469
1280,9.471709708333606
1281,6.907650791666583
1282,7.382584458333326
1283,7.93523554166768
1284,5.3724949166684155
1285,8.114800999999375
1286,8.443785749999165
1287,7.270918791667555
1288,11.091691416667118
1289,10.356085416666929
1290,9.587674291668122
1291,10.281533041667444
1292,11.046497916665544
1293,10.580031374998953
1294,15.122475041665666
1295,24.054237708334313
1296,32.08179008333218
1297,25.593783000000712
1298,18.69963116666713
1299,15.682350250001036
1300,14.264887458333078
1301,12.733287750000159
1302,14.036194291667243
1303,12.845666541667242
1304,12.043667208332181
1305,11.755554125000913
1306,10.976927708334188
1307,10.826588875001903
1308,10.604200916665945
1309,11.119005541665956
1310,11.313593458332207
1311,12.052897458333518
1312,11.916406833333554
1313,13.454160791666823
1314,47.76125200000047
1315,81.29765195833397
1316,84.48729562500102
1317,58.57739625000181
1318,30.072911500000146
1319,25.637334333333683
1320,34.626667541668326
1321,32.61020637500144
1322,33.016509583333345
1323,39.42490408333538
1324,37.08887774999829
1325,26.48820574999877
1326,20.04889983333311
1327,20.196241000000555
1328,12.537175791667437
1329,8.398530250001613
1330,7.936514874999034
1331,2.1382325416661843
1332,17.17316641666696
1333,10.137277874999882
1334,15.829746166666268
1335,10.153877333334435
1336,8.78855754166591
1337,7.155693375000624
1338,11.073342083334524
1339,4.596558250000726
1340,13.725734124999576
1341,24.84513887500043
1342,16.23715704166466
1343,22.42625987500037
